Dealer Number,Dealer Name,Store Address Line 1,Store City
1802864,Rusher Tire,702 S. MAIN ST,SALISBURY
1807573,RUSS HANES TIRES,599 HALL AVE,ST. MARYS
1804725,RUSS'S AUTO & TIRE SERVICE INC.,533 W WILLOW ST,SCOTTSBORO
1803888,RUSSELLS AUTO CENTER,PO BOX 121,WARSAW
1809908,RUSSOM'S TIRE,P.O. BOX 448,RUTHERFORD
1808329,"Rustburg Auto, Inc",P0 B0X 70,RUSTBURG
1808329,"Rustburg Auto, Inc",P0 B0X 70,RUSTBURG
1803895,RUTLAND TIRE & WHEEL,5711 WHITE BLUFF ROAD,SAVANNAH
1803970,RWoods Inc DBA WOODS AUTOMOTIVE,2609 S. ROAN ST.,JOHNSON CITY
1803970,RWoods Inc DBA WOODS AUTOMOTIVE,2609 S. ROAN ST.,JOHNSON CITY
1809877,RYDELL AUTO OUTLET & GARAGE,2375 Highway 10,MOUND SVIEW
1810429,S & S AUTO,1620 PATERSON PLANK RD,SECAUCAS
1810293,S & S AUTO REPAIR,842 DIPLOMAT DR STE 103D,DEBARY
1804776,S & S TIRE,3424 MORGAN MILL RD,MONROE
1807598,S & T DISCOUNT TIRE,5 SERGEANT PRENTISS DR,NATCHEZ
1904377,S and A AUTO,13355 W US HWY 64,MURPHY
1804861,S&D TOWING & TIRE INC.,550 BILLY PRICE RD.,SEVEN SPRINGS
1803097,"S&H TIRE SALES, INC.",750 OLD BALL GROUND HWY,CANTON
1802962,S&J TIRE dba LARRY’S TIRE,31 PITT WAY,EL SOBRANTE
1812414,S&L Used Auto Parts,492 COUNTY RT 519,BELVIDERE
1806421,S&S TIRE & AUTOMOTIVE,12040 FLORIDA BLVD.,WALKER
1804890,S&W TIRE,14400 THORTON/WALNUT GROVE RD.,WALNUT GROVE
1933663,S.A. Koch Automotive Inc,694 Moore Road,Avon Lake
1810566,SAAB TIRE & AUTOMOTIVE,3000 AIRPORT HIGHWAY,BIRMINGHAM
1932347,Saarie Auto Body and Repair,605 N County Rd,Freeman
1807376,Sabine Auto & Tire,865 FISHER ROAD,MANY
1803146,Sacketts Sunoco Service,3140 Eaststate Street,Hemitage
1807246,SAFE LINE TIRE & AUTO REPAIR,219 MAIN STREET,NORWALK
1922805,Safe Tire Auto Services Inc,1308 Hobbton Hwy,Clinton
1806328,SAFETY AUTO CENTER,4722 PALM BEACH BLVD.,FT MYERS
1813434,SALEM COUNTY AUTOMOTIVE REPAIR LLC,5 POINTERS AUBURN RD,AUBURN
1813126,SALEM GARAGE,28855 ALABAMA HIGHWAY 99,ELKMONT
1812598,SALENTINE REPAIRS LLC,1017 MARQUETTE DR,KEWAUNEE
1809854,Salerno  Tire Corp.,P0 B0X 1232,SHARON HILL
1813565,SALINAS TIRES AND WHEELS,221 EAST WHITTIER BLVD.,LA HABRA
1805338,SALT RIVER MOTORS,PO BOX 5325,ETNA
1813239,SALTVILLE AUTO SERVICE INC,212 PALMER AVE,SALTVILLE
1813239,SALTVILLE AUTO SERVICE INC,212 PALMER AVE,SALTVILLE
1808529,SAM'S AUTO REPAIR,623 ELM STREET,PERRY
1805192,SAM'S TIRE,17254 ST RD 120,BRISTOL
1811107,SAM'S TIRE & AUTOMOTIVE INC.,111 CONGRESS STREET,SARATOGA SPRINGS
1801813,SANBORN TIRE & AUTO,355 RIVER STREET,HAVERHILL
1810163,Sanderson Auto,131 West College St,ALBERT LEA
1811010,SANDHILL TIRE & REPAIR,29850 US HWY 6,BRUSH
1806633,SANDUSKY TIRE,155 W DOWNINGTON ROAD,SANDUSKY
1804458,SANDYS TIRE SALES INC.,2604 MAHONING AVE. NW,WARREN
1807500,SANGER TIRE,87 ACADEMY,SANGER
1804860,Sangerfield Auto & Tire Inc,PO BOX 117,SANGERFIELD
1810622,Sangillos Tire Center,1114 MAC DADE BLVD,FOLSOM
1802843,Sanilac Oil & Tire,1877 S Sandusky Rd,Sandusky
1807158,SANTORA AUTO CARE,100 E. BAUMSTOWN RD,BIRDSBORO
1808648,SANTORO BROS,1284 THOMASTON AVE,WATERBURY
1806066,SASSAFRAS TIRE,4964 PENIEL ROAD,WEST COLUMBIA
1809841,SATCH'S AUTOMOTIVE,P.O. BOX 117,FRANKFORD
1812214,Savannah Tire,1880 SOUTHPARK DR,HOOVER
1805101,Sawyer Automotive,644 MASSACHUSETTS AVE,ACTON
1900263,SBD Enterprise dba Safety Lane and Car Care Center,410 Mark Twain Ave,Hannibal
1803217,SBR TIRE EXCHANGE,817 N. MAIN ST. SUITE A,MANAHAWKIN
1811428,Scarber's Auto Repair,801 STATE HWY 147,BROADDUS
1980772,Schadel's Service Station,1473 State Route 147,Dalmatia
1805102,Schaeffer Tire Center,11397 ST RT 85,KITTANNING
1812393,Schall's Tire Sales,402 North Broad St.,Grove City
1808912,"Schaumburg Automedics, Inc",503 LUNT AVE,SCHAUMBURG
1803555,Scheideggers Service Center,514 MARKET ST,HERMANN
2025082,Schembri Enterprises Inc,1019 W Dr M.L.K. Jr Blvd,Seffner
1804064,SCHIERL TIRE & SERVICE,2201 MADISON,STEVENS POINT
1812851,SCHILBYS TIRES AND WHEELS,1208 BUSINESS LOOP 70E,COLUMBIA
1801857,Schilling Tire,116 W SECOND ST,MUENSTER
1811509,SCHLEBEN TIRE,1022 COUNTY RD 451,ROGERS CITY
1803909,Schlenker Automotive,396 BARTON BLVD,ROCKLEDGE
1802808,Schlossmanns Honda City,3450 S 108th Street,Greenfield
1803600,SCHNEIDER TIRE & LUBE,3931 HWY 90,COLUMBUS
1803375,SCHNEIDER'S OK TIRE,2314 J ST,AUBURN
1807988,SCHOETTLER TIRE,3167 Love Ct,MADERA
1810207,"SCHOOLEY'S TIRE SERVICE, INC.",5431 N GALENA RD,PEORIA HEIGHTS
1808630,SCHRODER TIRE CO.,P0 B0X 766,FLIPPIN
1809258,SCHROEDER SALES AND SERVICE,1001 W PARK DR,HUNTINGTON
1804572,Schumacher & Sons,PO BOX 31,GRAFTON
1806249,Schumacher Goodyear,2860 2ND ST. NORTH,FARGO
1806983,SCHWARTZ & NAGLE TIRE,900 RARITAN AVE,HIGHLAND PARK
1802473,Scott Stevens Tire Company,2576 ROSS CLARK CIRCLE,DOTHAN
1805254,Scottos Tire DBA Bruce Brothers Tire,4792 LIBRARY ROAD,BETHEL PARK
1802277,Scotts Tire,1889 SW BILTMORE STREET,PORT ST LUCIE
1801930,SCOTTS TIRE & AUTO CENTER INC,1011 25TH AVE,PHENIX CITY
1804290,SCOTTS TIRE OUTLET,P.O BOX 1839,PINSON
1803161,Scotts U Save Tires,3530 Chicago Rd,Steger
1804919,"SCOTTYS MUFFLER, TIRE AND SERVICE, LLC",610 WEST MAIN,COLLINSVILLE
1807859,SCOTTYS TIRE SERVICE,6261 BLUE HILL RD.,GLENVILLE
2025097,"SCR Medical Transportation, Inc.",8801 S Greenwood Ave,Chicago
1803358,SEA SIDE PARK CENTER,912 N.E. CENTRAL AVE  J ST,SEASIDE PARK
1806988,Seabrook Tire,P.O.BOX 1050,SEABROOK
1806978,SEALS AUTO SERVICE,936 CLEVELAND ST.,FRANKLINTON
1807619,SEAPORT TIRE,2690 ATLANTIC AVE.,LONG BEACH
1810404,SEARS TIRE & AUTO LLC.,80 PAMELA CT,FUQUAY VARINA
1810404,SEARS TIRE & AUTO LLC.,80 PAMELA CT,FUQUAY VARINA
1811602,Seaview Tire,66 WEST MANOR DRIVE,PACIFICA
1809504,SECOND CHANCE TIRE CO,604 W. MAIN ST,APPALACHIA
1803297,SEDALIA TIRE & AUTOMOTIVE,5585 NORTH HIGHWAY 85,SEDALIA
1804167,SEED INC. DBA HONEST 1 AUTO CARE 175 EAGAN,525 DIFFLEY ROAD SUITE 1050,EAGAN
2026715,Sehman Tire Service,459 West Cunningham St.,Butler
1812973,Seibel Heavy Equipment and Repair,1919 SELMA LOW MOORE,SELMA
1812973,Seibel Heavy Equipment and Repair,1919 SELMA LOW MOORE,SELMA
1811181,SEK AUTO SALES INC,120 N. 32ND,PARSONS
1952253,Select Tire,2485 Blue Ridge Highway,Blairsville
1802702,"SELECT TIRE, INC.",P0 B0X 1876,HILDEBRAN
1807144,Sellers Service Center,7156 DALLAS CHERRYVILLE HWY,CHERRYVILLE
1802088,SEMINOLE TIRE CENTER,211 E WILSON,SEMINOLE
1804836,SEQUOIA GAS COMPANY,926 MAIN ST.,FORTUNA
1932702,Sergio's Tire,1376 N Hwy # 89,Chino Valley
1805322,Service Tire,PO BOX 132,DEVILS LAKE
1811874,"servicegarage,llc",PO BOX 83,RENOVO
1813438,SEVEN DAY TIRE,38 JACK NIXON RD.,FREDERICKSBURG
1810810,Sevierville Tire,1874 VETERANS BLVD.,SEVIERVILLE
1807984,"Seward's Tires, Inc.",952 MAIN STREET,GREAT BARRINGTON
1810344,SEXTON AUTOMOTIVE OF OAK RIDGE,799 OAK RIDGE TURNPIKE,OAK RIDGE
1810358,SEYBERT'S AUTO SERVICE,822 STATE RT. 68,EAST BRADY
1808543,SHADDEN TIRE COMPANY,584 SOUTH MAIN ST.,CROSSVILLE
1803251,Shaffner Tire,107 AUDLEY ST.,LAPORTE
1812501,SHAHAN BROS. INC. DBA MUNDAY TIRE & APPLIANCE,210 S. MUNDAY AVE,MUNDAY
1922395,Shakopee Midas,104 N Market St,Skakopee
1812621,SHASTA VALLEY TIRE,PO BOX 55,MONTAGUE
2031889,"Shattuck Tire And Tow, LLC.",25123 US Highway 283,Shattuck
1806261,Shawnee Service Center,332 LINDEN AVE,WILMETTE
1805576,Shearer Honda,211 US RTE 7 SOUTH,RUTLAND
1810850,"SHEAVES GARAGE, LLC",610 MIDDLEBROOK AVE,STAUNTON
1810850,"SHEAVES GARAGE, LLC",610 MIDDLEBROOK AVE,STAUNTON
1813118,SHELBY AUTOMOTIVE,47181 RYAN RD,SHELBY TOWNSHIP
1931542,Shelby Tire,50 1/2 Mohican St,Shelby
1811639,Shelby's Service Center,2003 College Drive,Texarkana
1804607,Shelby's Tire,1709 BRECKENRIDGE STREET,OWENSBORO
1972464,Shelton Car Care,475 River Road,Shelton
1808328,SHEN VALLEY TIRES LLC,PO BOX 77,MAURERTOWN
1808328,SHEN VALLEY TIRES LLC,PO BOX 77,MAURERTOWN
1807054,SHERIDAN TIRE & AUTO LLC,539 S. MAIN,SHERIDAN
1803657,SHERWOOD TIRE ,2155 N OAK RD,PLYMOUTH
1806164,SHIELDS SERVICE,2502 HERMITAGE WAY STE. A,LOUISVILLE
2024161,Shiloh tire and Lube Inc,91825 Overseas Hwy,Tavernier
1809953,SHIRLINGTON SERVICE CENTER,2817 S QUINCY ST.,ARLINGTON
1805845,SHOALS TIRE & WHEEL,604 WAVERLY AVE,MUSCLE SHOALS
1813321,SHOEMAKER AUTO REPAIR,207 SOUTH MAIN ST,RURAL RETREAT
1813321,SHOEMAKER AUTO REPAIR,207 SOUTH MAIN ST,RURAL RETREAT
1811020,Shooks Tire & Lube,585 HAYWOOD ROAD,ASHEVILLE
1811212,SHORTY'S TIRE ONE,114 W PINE ST.,ST PETER
1812710,SHOUP'S TIRE & LUBE,P.O. BOX 331,ASHLAND
1812634,SHUBIN TIRE INC,6770 NORTH BLACKSTONE,FRESNO
1806668,SHUFORDS CAR CARE CENTER,211 105 EXT NC HWY,BOONE
1806659,SHUMAKER TIRE,35939 STATE HWY. 86,GOLDEN
1812355,SHUTTERS TIRE & AUTO INC,302 BROADWAY ST,ALEXANDRIA
1805741,SIERRA AUTO CENTER INC,331 23RD ST,MIAMI BEACH
1810780,SIERRA NEVADA TIRE,659 MAIN STREET,PLACERVILLE
1981929,Siesta Tire & Wheels,3164 Del Rio Blvd,Eagle Pass
1804269,SIG'S TIRE CENTER INC,5821 ST PETERS CHURCH ROAD,CONOVER
1807497,"SIGMON MOTOR COMPANY, INC.",1325 HWY 16 NORTH,TAYLORSVILLE
1807015,SIGS TIRE & AUTOMOTIVE INC.,PO BOX 2922,HICKORY
1934882,Sikorski Service Station,33 Prospect Street,Amsterdam
1806537,SILANCE SERVICE CENTER,546 HAWS RUN RD,JACKSONVILLE
1807339,SILVAS TIRE CENTER,816 PASEO DEL PUEBLO NORTE,TAOS
1810377,SILVER CITY TIRE & AUTOMOTIVE,6546 HIGHWAY 9 SOUTH,DAWSONVILLE
1811403,SIMMONS TIRE,P.O. BOX 1524,YAZOO CITY
1802176,SIMMONS TIRE CENTER,378 WARRENTON RD,FREDERICKSBURG
1802429,SIMMS EXXON,1092 E WASHINGTON ST,LEWISBURG
1809711,SIMON'S AUTO SERVICE,1830 LEE RD,CLEVELAND HIEGHTS
1809176,"SIMPSON TIRE SERVICE, INC.",PO BOX 181,NEW KENSINGTION
1803796,SINGLETARY TIRE,2528 US HWY 82 W,SYLVESTER
1812077,SINYARD TIRE SHOP,4206 S. HWY 36,GATESVILLE
1807171,SIOUX EMPIRE AUTOMOTIVE INC,46960 271ST ST,TEA
1808846,SKANDER TIRE,1667 EVANS CITY RD,EVANS CITY
1807357,SKIP CAHILL TIRE INC.,PO BOX 102,EDGECOMB
1811929,SKIPS TIRE SERVICE,751 PILOT BUTTE,ROCK SPRINGS
1805497,SLABAUGH AUTO CARE,4 EAST MAIN STREET,DALTON
1807704,SLAUGHTERVILLE TIRE,10825 US HWY 77,LEXINGTON
1813246,SLEEMANS SERVICE INC,8004 DOUGLAS AVE,KALAMAZOO
1922718,Sloat Tire Shop,5257 Clinton Street Rd,Batavia
1808463,SLT GROUP VI INC,5077 S WADSWORTH BLVD,LITTLETON
1812992,SMART BUY TIRE,1045 S. CAMPBELL AVE,SPRINGFIELD
1811779,Smethport Gulf & Tire,619 East MAIN ST.,SMETHPORT
1811593,"SMETZERS TIRE CENTER, INC",352 W LIBERTY ST,WOOSTER
1807812,SMI AUTOMOTIVE AND CUSTOMS INC,312 22ND AVE S,MERIDIAN
1806233,SMILEY'S WHOLESALE TIRE CO. LLC,2507 MILL STREET,ALIQUIPPA
1806320,Smith Citgo Station,P0 B0X 151,LESLIE
1812465,SMITH MUFFLER & BRAKES,435 MAIN ST,COVINGTON
1811237,SMITH OIL AND TIRE,30202 12RD,MONTEZUMA
1804128,Smith Tire,P.0. B0X 581,WARSAW
1802856,SMITH VEHICLE SUPPORT,35 BATCHELDER ST.,BURLINGTON
1811532,SMITH'S BODY SHOP,126 JAKE WHITE LANE,DECATURVILLE
1810890,Smith's Shine Shop,10391 VIRGIL H GOODE HWY,ROCKY MOUNT
1810890,Smith's Shine Shop,10391 VIRGIL H GOODE HWY,ROCKY MOUNT
1804886,SMITTIES TIRES,3594 STATE ROUTE 309,IBERIA
1810646,SMITTYS AUTO REPAIR,1817 HOOPER AVE,TOMS RIVER
1808755,SMOKEY MTN TIRE CO INC,770 NORTH MAIN STREET,BRYSON CITY
1809966,SMOLIC TIRE INC,886 EAST 200 ST,CLEVELAND
1811433,SMYTH TIRE,624 BROADWAY,CHICO
1812091,Snappy Lube and Auto,14 OLD SUSANNA RD,DADEVILLE
1813245,SNELLER MID MO AUTO REPAIR ,500 HUNTER LANE,HOLTS SUMMIT
1807471,sng service center,306 E. CATAWISSA ST,nesquehoning
1921600,Snowder Alignment & Tires,503 Old Route 66,Canute
1810401,SNOWFIRE AUTO,100 US RTE 2,WATERBURY
1801756,"Snyder Brother's Automotive, Inc.",4695 CAMPBELLS RUN RD,PITTSBURGH
1805244,SNYDER BROTHERS AUTO,201 THIRD AVE.,CARNEGIE
1808878,SNYDER TIRE,103 E PENN STREET,LEHIGHTON
2024603,SNYDERS TIREWORKS,23952 LAKE DRIVE,CRESTLINE
1805728,SOLEDAD TIRE,960 FRONT ST,SOLEDAD TIRE
1810603,SOLLOWAYS SALES & SERVICE,394 GARRISONS CIRCLE,SMYRNA
1811893,SOMEBODY'S TIRE CO. INC.,1801 US HWY 79 S.,HENDERSON
1807150,SONNY JOHNSON TIRE,621 POND STREET,BRAINTREE
1805606,"SONOMA TIRES, INC.",19160 SONOMA HWY,SONOMA
1808318,Sons Tire Inc.,202 SOUTH WAUKESHA STREET,BONIFAY
1808023,SOONER REPAIR CENTER,PO BOX 627,PERRY
1811981,South Boston True Value,307 BROAD ST,SOUTH BOSTON
1811981,South Boston True Value,307 BROAD ST,SOUTH BOSTON
1808785,SOUTH DENVER AUTOMOTIVE dba COLORADOS BEST AUTO RE,4075 E ILIFF AVE,DENVER
1808838,SOUTH HILL TIRE &AUTO CENTER,618 E. ATLANTIC ST.,SOUTH HILL
1808838,SOUTH HILL TIRE &AUTO CENTER,618 E. ATLANTIC ST.,SOUTH HILL
1808437,SOUTH MOUNTAIN AUTO CENTER,2 WALNUT STREET,MIDDLETOWN
1809064,SOUTH OLIVE TIRE & REPAIR,39510 SOUTH OLIVE,CALDWELL
1801725,SOUTH PACIFIC AUTO SALES,5040 PACIFIC BLVD SW,ALBANY
1805057,Southampton - 1 H,321 North Sea Road,SOUTH HAMPTON
1810880,SOUTHEASTERN LUBE AND WASH COMPAINES INC,7427 MAYNARDVILLE PIKE,KNOXVILLE
1804636,SOUTHERN AUTO REPAIR LLC,19277 NW HWY 441,HIGH SPRINGS
1802809,"SOUTHERN COMMERCIAL TIRE OF MIDDLE GA, INC",P O Box 254,BOLINGBROKE
1805388,SOUTHERN OREGON TIRE & 4X4,851 SE MILBANK ROAD,GRANTS PASS
1804709,Southern Tier Auto Care Inc,51- 2 MAIN STREET,JOHNSON CITY
1809079,SOUTHERN TIRE & MUFFLER,1123 S. MADISON ST,WHITEVILLE
1810042,SOUTHERN TIRE MART,12618 WEST I-20 E,ODESSA
2025301,Southern Tire Mart- El Paso,701 W Paisano Dr,El Paso
1812647,SOUTHPOINTE SERVICE CENTER,3231 33 ST SOUTH,FARGO
1808837,SOUTHSIDE SERVICE CENTER,3101 OLD REGISTER ROAD,STATESBORO
1813488,SOUTHSIDE TIRE,2150 SOUTH HWY 27,CARROLLTON
1809097,Southtown Tire,P.O. BOX 332,SOUTH MONTROSE
2025537,Southway Inc DBA AB Tire & Repair,9685 E Washington St,Chagrin Falls
1810192,Souza's Tire Service Inc,153 CLEVELAND AVE.,AUBURN
1813085,Sowers Tire Co. Inc.,5205 RT 711,BOLIVAR
1803240,Space Coast Tire,1732 HUNTINGTON LANE,ROCKLEDGE
1813116,SPANIAL'S SERVICE CENTER,45 W. ORVILLA RD,HATFIELD
1812629,Sparkill Eastside Auto,15 FLOWER LANE,VALLEY COTTAGE
1802040,SPECIALTY AUTOMOTIVE,1874 RT 88 E,BRICK
1804169,SPECK SALES,17746 N DIXIE HWY,BOWLING GREEN
1813500,SPECKS TIRE CO.,3255 COGSWELL AVENUE,PELL CITY
1802157,SPEEDY AUTO SERVICE,3040 LOHR CIRCLE,ANN ARBOR
1970822,Spitzer Chevrolet,10535 Mahoning Avenue,North Jackson
1970865,Spitzer Chevrolet Amherst,200 N Leavitt Road,Amherst
1970838,Spitzer Chevrolet Northfield,333 E Aurora Rd,Northfield
1934643,Spitzer Ford Hartville,543 W Maple Street,Hartville
1810295,SPRUCE PINE TIRE SERVICE,P0 B0X 543,SPRUCE PINE
1808955,SPURGEON 66,304 NORTH JEFFERSON,ST. JAMES
1806175,St Anthony Mobil Inc,2801 KENZIE TERRACE,MINNEAPOLIS
1806372,ST FRANCIS EQUITY,P0 B0X 545,ST FRANCIS
1801883,ST. JOE TIRE,2790 W. HWY 98,PORT ST. JOE
1813000,ST. PAUL AUTOMOTIVE,910 RANDOLPH AVE,ST. PAUL
1810204,STACEY'S AUTO CARE,4370 STATE ROUTE 725,BELLBROOK
1802764,STACYS TIRE & LUBE,"22155 KINGSLAND BLVD, SUITE A/B",KATY
1806451,STAFFORD TIRE,400 ROUTE 35,RED BANK
1804261,Standard Tire,1000 N. TOWNSEND AVENUE,MONTROSE
1804260,Standard Tire & Service Center,412 W TOMICHI AVE,GUNNISEN
1808093,STANDRIDGE TIRE CENTER,101 N ASH,PAULS VALLEY
1812386,STANLEY TIRE AND AUTO,237 A CALDWELL DR.,HAZLEHURST
1812605,Stanley Tire Inc,108 INDUSTRIAL  RD,STANLEY
1806180,STANSFIELD TIRE  CENTER INC,5 FIELD STREET,CHELMSFORD
1804177,STARTOWN TIRE CENTER INC.,2466 NC HWY 10 W,NEWTON
1808598,STATE ROAD TIRE,1285 OLD HWY 21,STATE ROAD
1812759,State Street Tire -Barberton,3276 MANCHESTER RD,AKRON
1812625,"STATHAM TIRE & ELECTRONICS, INC. dba  Statham Tire",118 N MARBLE ST,ROCKMART
1812419,STAYTON TIRE & AUTOMOTIVE,1794 W. IDA ST.,STAYTON
1811316,STEPHENS AUTOMOTIVE,2382-A LANIER RD.,ROCKVILLE
1811316,STEPHENS AUTOMOTIVE,2382-A LANIER RD.,ROCKVILLE
1810199,STEPHENS TIRE,238 S. STATE,CARO
1812620,Sterling Car Care - Metro,6331 METRO PKWY,STERLING HEIGHTS
1811147,STERLING SERVICE STORE,400 SECOND STREET,MARIETTA
1811746,STERNQUIST GARAGE,1823 W 3RD EXTENSION STREET,BOONE
1810657,STERNS AUTO SERVICE & TIRE,1590 S MCCALL RD,ENGLEWOOD
1811319,"Steve & Angies Tire Sales, Inc.",57 TIRE SHOPPIE DRIVE,BURNSVILLE
1809410,STEVE & TONY TIRE,534 W MCKELLIPS ROAD,MESA
1809154,STEVE SMITH INC dba STEVES AUTOMOTIVE SPECIALISTS,2809 SOUTH 2300 EAST,SALT LAKE CITY
1807924,Steve's Tire & Auto Service LLC,615 W 1ST STREET,SCOTTVILLE
1811081,Steve's Tire Inc,1702 EAST CHURCH STREET,BOONEVILLE
1813144,STEVES DISCOUNT WHEEL,620 STETSON AVENUE,ST CHARLES
1808793,STEVES TIRE,100 JULIAN ALLSBROOK HWY,ROANOKE RAPIDS
1808793,STEVES TIRE,100 JULIAN ALLSBROOK HWY,ROANOKE RAPIDS
1807713,STEVES TIRE & AUTOMOTIVE,300 W. BODENHAMER ST,KERNERSVILLE
1809576,Steves Tire Inc,206 NORTH MAIN ST,CAMBRIDGE
1806072,Steves Tire Sales LLC,PO Box 692,Ozark
1802044,STEWARDS SERVICE LLC,1803 OLD HWY 50 NE,WAVERLY
1805264,STEWART AUTO REPAIR,1990 42ND ST NW,WINTER HAVEN
1809056,Stewarts Service,188 SENECA ST,HORNELL
1801918,Stews Tire Service,3930 INDEPENDENCE DR,SCHNECKSVILLE
1808811,STEYERS HUDSON VALLEY AUTO,468 MALDEN TPKE,SAUGERTIES
1809766,"STILLY'S AUTOMOTIVE, LLC",117 S. BURNHAM HWY.,LISBON
1808105,Stockland Service,2841 E 850 N RD,STOCKLAND
1802231,stoltzfus auto repair,1001 GAP NEWPORT PIKE,COCHRANVILLE
1808546,STONE QUALITY TIRE INC,401 PUBLIC SQUARE,BERRYVILLE
1803334,STONE TIRE & AUTOMOTIVE,302 E BEEBE-CAPPS EXP.,SEARCY
1807185,STONE'S SERVICE STATION,133 WASHINGTON ST.,BARRE
1804547,STONE'S TIRE,11000 COMSTOCK DR.,TRUCKEE
1807393,STONES SHELL,PO BOX 3,East Fairfield
1809915,STONES SOUTHSIDE SERVICE,1002 SOUTH B STREET,WASHINGTON
1810844,Stony Point Service,PO BOX 329,STONY POINT
1808421,STOUT'S PRO AUTO,355 N MAIN ST,JERSEY SHORE
1811354,"STOWE ROAD AUTO REPAIR, LLC",1328 LAPORTE ROAD,MORRISVILLE
1812040,STRANIK INC DBA MIDAS,520 UNIVERSITY AVE WEST,ST PAUL
1811822,Stratton Inc. dba Napa True Value,P0 B0X 570,WINNIE
1809521,STRAUB AUTO REPAIR,477 WARBURTON AVENUE,HASTINGS-ON-HUDSON
1811418,Streets Tire & Wrecker,554 W. Main Street,Forest City
1812806,STRICKLAND TIRE CO,87 STATE HIGHWAY 85 N,LAUREL HILL
1805381,STRIKEFORCE TIRE,6340 GEORGE WASINGTON HWY.,KEYSVILLE
1805381,STRIKEFORCE TIRE,6340 GEORGE WASINGTON HWY.,KEYSVILLE
1811844,STRITE'S GARAGE,9119 STOTTLEMYER RD,WAYNESBORO
1806984,STROEHER AND OLFERS INC.,509 S ADAMS ST,FREDERICKSBURG
1806753,STRONGSVILLE AUTO SERVICE,16444 PEARL RD,STRONGSVILLE
1802286,Strongsville Marathon,16717 Royalton Rd,Strongsville
1804337,STROPICH OIL COMPANY,1325 WASHINGTON AVE,ESCANABA
1802045,Strykersville Tire Inc,PO Box 31,Strykersville
1806602,STUART SUPREME INC dba KENDALL DRIVE SHELL,9841 N KENDALL DR,MIAMI
1802578,STUART TIRE AND AUTO CENTER,P0 B0X 592,STUART
1810417,stuart's service center,P O BOX 400,ST IGNATIUS
1801927,SUBURBAN TIRE WHOLESALE INC,6940 BLECK DR,ROCKFORD
1986875,Suff1 LLC,579 Buena Park Drive,Delaware
1802084,SULIVAN TIRE MART,210 W. SILVER ST,SULLIVAN
1807291,SULLIVAN TIRE,1 ACCORD PARK RIVE,NORWELL
1802363,SULLIVANS TIRE PROS,40126 HIGHWAY 49,OAKHURST
1813027,SUMMERVILLE WHOLESALE TIRE DBA REECE TIRE,46 LAKE WANDA RIETA ROAD,SUMMERVILLE
1807296,Summit Automotive Group,P.O.Box 1826,Silverthorne
1802196,SUMMIT FORD,P0 B0X 2307,SILVERTHORNE
1806610,SUMTER TIRE AND AUTO,810 N MAIN ST,WILDWOOD
1808629,SUN AUTO WAREHOUSE,8011 BREWERTON ROAD,CICERO
1810246,SUN SERVICE CENTER,291 VALLEY BLVD,WOODRIDGE
1813484,SUNBELT AUTOMOTIVE,1309 US HWY 52 N,ALBEMARLE
1809625,SUNBURY FRAME AND ALIGNMENT,PO BOX 229,SUNBURY
1808500,SUNNY'S AUTO TRUCK & TOWING,25911 GRATIOT AVE.,ROSEVILLE
1812925,SUNNYSIDE AUTOMOTIVE III DBA SUNNYSIDE MITSUBISHI,7600 PEARL ROAD,MIDDLEBURG HTS.
1811188,SUNSET AUTO SERVICE LLC,PO BOX 206,SHEBOYGAN FALLS
1802755,Super Service Tire & Alignment,3695 Blue Ridge Blvd,WALHALLA
1811912,SUPER TIRE AND MUFFLER INC.,3485 STATE ROUTE 5,CORTLAND
1804438,SUPERIOR AUTO & TIRE,3315-1 MARKET ST.,WILMINGTON
1803315,SUPERIOR AUTO CENTER OF LAURENS,102 HILLCREST DRIVE,LAURENS
1810446,SUPERIOR DEALER GROUP,4777 SPRINGGROVE AVE,CINCINNATI
1803913,SUPERIOR MUFFLER & TIRE,P.O. BOX 604,OKEECHOBEE
1804677,Superior Retreading,2080 FRANKLIN ST,ROCKY MOUNT
1801835,SUPERIOR TIRE & SERVICE,1213 NORTH 16TH STREET,ORANGE
1806218,SUPERIOR TIRE SERVICE,P.0. B0X 671,COLUSA
1807041,SUPERIOR TIRE SERVICE INC,660 14TH AVE,LONGVIEW
1810885,SUPERLUBE,7041 W. 130TH ST,PARMA HEIGHTS
1806720,SUPREME AUTO CARE,1500 10TH STREET S,SAFETY HARBOR
1802459,SUTTON'S AUTO PARTS,11309 CLAY RD,NEWTON
1812844,Swann Tire,15 FREEDOM FARM ROAD,LEICESTER
1808335,SWANNY'S GARAGE,1058 JOHN HILL ROAD,CORNING
1811902,Sweat Tire Inc,22594 HWY 59 SOUTH,ROBERTSDALE
1801915,SWEENEYS SERVICE CENTER,229 ROUTE 18 SOUTH,EAST BRUNSWICK
1804829,Sweet Grass Tire,217 East 1st Ave,Big Timber
1806648,Swopes Tire Center,120 Madison Ave,Waynesboro
1811620,SYLVESTERS AUTO AND LIGHT TRUCK SERVICE,356 W BAGLEY ROAD,BEREA
1807699,T & D,116 TENNENT ROAD,MORGANVILLE
1809846,T & F TIRE SUPPLY CO INC,533 MARKET STREET,KINGSTON
1801718,T & S Oil Company,PO BOX 878,MOOSUP
1803272,T & T TIRE INC,1203 NORTH LINCOLN,LOVELAND
