,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
2483,Bruce White,1004 Teaberry LN.,Knoxville,Tennessee,35540531,Cooper,South Central Territory 05,South Central,09/25/2015,Enabled,45.0,6,brucewhi1004teabknoxvill,18,NotDupe,Medium,Unique
3043,Bruneel Tire,123 W 7th St,Moscow,Idaho,,Mastercraft,Western Territory 05,Western,12/10/2015,Enabled,886.0,54,bruneelt123w7thsmoscow,4,NotDupe,High,Unique
2780,Bruneel Tire,123 west 7th,Moscow,Idaho,,Mastercraft,Western Territory 05,Western,10/28/2015,Enabled,829.0,49,bruneelt123west7moscow,0,Dupe,High,G
2748,Bruneel Tire,123 west 7th,moscow,Idaho,,Mastercraft,Western Territory 05,Western,10/22/2015,Enabled,25.0,6,bruneelt123west7moscow,0,Dupe,Medium,G
2747,Bruneel Tire,123 west 7th,Moscow,Idaho,,Mastercraft,Western Territory 05,Western,10/22/2015,Enabled,650.0,36,bruneelt123west7moscow,0,Dupe,High,G
2735,Bruneel Tire,123 west 7th,moscow,Idaho,,Mastercraft,Western Territory 05,Western,10/21/2015,Enabled,403.0,25,bruneelt123west7moscow,13,NotDupe,High,G
3625,Bruneel Tire,1515 Main Street,Lewiston,Idaho,,Mastercraft,Western Territory 05,Western,03/14/2016,Enabled,775.0,49,bruneelt1515mainlewiston,0,Dupe,High,G
2412,Bruneel Tire,1515 Main Street,Lewiston,Idaho,,Mastercraft,Western Territory 05,Western,09/10/2015,Enabled,990.0,57,bruneelt1515mainlewiston,0,Dupe,High,G
2373,Bruneel Tire,1515 Main Street,Lewiston,Idaho,,Mastercraft,Western Territory 05,Western,09/03/2015,Enabled,917.0,60,bruneelt1515mainlewiston,0,Dupe,High,G
2426,Bruneel Tire,1515 Main Street,Lewiston,Idaho,,Mastercraft,Western Territory 05,Western,09/15/2015,Enabled,1509.0,81,bruneelt1515mainlewiston,13,NotDupe,High,G
2308,Bruneel Tire,2216 Caldwell Blvd,Nampa,Idaho,,Mastercraft,Western Territory 06,Western,08/24/2015,Enabled,90.0,8,bruneelt2216caldnampa,0,Dupe,Medium,G
2436,Bruneel Tire,2216 Caldwell Blvd,Nampa,Idaho,,Mastercraft,Western Territory 06,Western,09/16/2015,Enabled,5.0,2,bruneelt2216caldnampa,0,Dupe,Low,G
2401,Bruneel Tire,2216 Caldwell Blvd,NAMPA,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,1093.0,61,bruneelt2216caldnampa,12,NotDupe,High,G
3522,Bruneel Tire,514 N 10th Ave,Caldwell,Idaho,,Both,Western Territory 06,Western,02/24/2016,Enabled,5.0,2,bruneelt514n10thcaldwell,0,Dupe,Low,G
2309,Bruneel Tire,514 N 10th Avenue,Caldwell,Idaho,,Mastercraft,Western Territory 06,Western,08/24/2015,Enabled,410.0,18,bruneelt514n10thcaldwell,0,Dupe,High,G
2690,Bruneel Tire,514 N 10th Avenue,caldwell,Idaho,,Mastercraft,Western Territory 06,Western,10/16/2015,Enabled,135.0,7,bruneelt514n10thcaldwell,0,Dupe,Medium,G
2473,Bruneel Tire,514 N 10th Avenue,caldwell,Idaho,,Mastercraft,Western Territory 06,Western,09/23/2015,Enabled,545.0,17,bruneelt514n10thcaldwell,13,NotDupe,High,G
2403,Bruneel Tire,517 N. Meridian Rd.,meridian,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,839.0,54,bruneelt517nmerimeridian,0,Dupe,High,G
2402,Bruneel Tire,517 N. Meridian Rd.,meridian,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,25.0,3,bruneelt517nmerimeridian,0,Dupe,Low,G
2398,Bruneel Tire,517 N. Meridian Rd.,Meridian,Idaho,,Mastercraft,Western Territory 06,Western,09/08/2015,Enabled,434.0,41,bruneelt517nmerimeridian,13,NotDupe,High,G
3665,Bruneel Tire,5304 Chinden Blvd,Boise,Idaho,,Both,Western Territory 06,Western,03/17/2016,Enabled,871.0,64,bruneelt5304chinboise,2,Dupe,High,G
2999,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Both,Western Territory 06,Western,12/08/2015,Enabled,1220.0,74,bruneelt5304wchiboise,0,Dupe,High,G
3724,Bruneel Tire,5304 W. Chinden Blvd.,Boise,Idaho,,Both,Western Territory 06,Western,03/28/2016,Enabled,941.0,71,bruneelt5304wchiboise,0,Dupe,High,G
2378,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Mastercraft,Western Territory 06,Western,09/03/2015,Enabled,4.0,2,bruneelt5304wchiboise,0,Dupe,Low,G
2091,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Mastercraft,Western Territory 06,Western,07/10/2015,Enabled,25.0,4,bruneelt5304wchiboise,0,Dupe,Low,G
3094,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Mastercraft,Western Territory 06,Western,12/16/2015,Enabled,1104.0,62,bruneelt5304wchiboise,0,Dupe,High,G
2094,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Mastercraft,Western Territory 06,Western,07/10/2015,Enabled,647.0,37,bruneelt5304wchiboise,0,Dupe,High,G
2371,Bruneel Tire,5304 W. Chinden Blvd.,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/02/2015,Enabled,1333.0,80,bruneelt5304wchiboise,0,Dupe,High,G
2059,Bruneel Tire,5304 W. Chinden Blvd,boise,Idaho,,Mastercraft,Western Territory 06,Western,07/02/2015,Enabled,1224.0,65,bruneelt5304wchiboise,0,Dupe,High,G
3142,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Mastercraft,Western Territory 06,Western,12/23/2015,Enabled,1033.0,65,bruneelt5304wchiboise,0,Dupe,High,G
3066,Bruneel Tire,5304 W. Chinden Blvd,Boise,Idaho,,Both,Western Territory 06,Western,12/14/2015,Enabled,1044.0,62,bruneelt5304wchiboise,0,Dupe,High,G
3184,Bruneel Tire,5304 W. Chinden Blvd.,Boise,Idaho,,Mastercraft,Western Territory 06,Western,01/05/2016,Enabled,879.0,57,bruneelt5304wchiboise,7,NotDupe,High,G
2392,Bruneel Tire,5304 W. Chinden Blvd,garden city,Idaho,,Mastercraft,Western Territory 06,Western,09/08/2015,Enabled,820.0,41,bruneelt5304wchigardenci,0,Dupe,High,G
3001,Bruneel Tire,5304 W. Chinden Blvd,Garden City,Idaho,,Mastercraft,Western Territory 06,Western,12/08/2015,Enabled,1080.0,62,bruneelt5304wchigardenci,0,Dupe,High,G
2397,Bruneel Tire,5304 W. Chinden Blvd,Garden City,Idaho,,Mastercraft,Western Territory 06,Western,09/08/2015,Enabled,505.0,17,bruneelt5304wchigardenci,0,Dupe,High,G
3725,Bruneel Tire,5304 W. Chinden Blvd.,Garden City,Idaho,,Both,Western Territory 06,Western,03/28/2016,Enabled,1004.0,77,bruneelt5304wchigardenci,0,Dupe,High,G
3053,Bruneel Tire,5304 W. Chinden Blvd,Garden city,Idaho,,Mastercraft,Western Territory 06,Western,12/11/2015,Enabled,934.0,56,bruneelt5304wchigardenci,16,NotDupe,High,G
2376,Bruneel Tire,617 N 3rd St.,McCall,Idaho,,Mastercraft,Western Territory 06,Western,09/03/2015,Enabled,5.0,3,bruneelt617n3rdsmccall,13,NotDupe,Low,Unique
2396,Bruneel Tire,716 Vista Ave,Boise,Idaho,,Mastercraft,Western Territory 06,Western,09/08/2015,Enabled,1229.0,63,bruneelt716vistaboise,0,Dupe,High,G
2395,Bruneel Tire,716 Vista Ave,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/08/2015,Enabled,747.0,54,bruneelt716vistaboise,7,NotDupe,High,G
2405,Bruneel Tire,9699 w fairview ave,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,408.0,19,bruneelt9699wfaiboise,0,Dupe,High,G
2406,Bruneel Tire,9699 w fairview ave,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,803.0,33,bruneelt9699wfaiboise,0,Dupe,High,G
2407,Bruneel Tire,9699 w fairview ave,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,118.0,9,bruneelt9699wfaiboise,0,Dupe,Medium,G
2408,Bruneel Tire,9699 w fairview ave,boise,Idaho,,Mastercraft,Western Territory 06,Western,09/09/2015,Enabled,328.0,16,bruneelt9699wfaiboise,21,NotDupe,High,G
5599,b&t automotive inc,6780 w pearl city rd,freeport,Illinois,sso338632,Mastercraft,Mid West Territory 05,Midwest,08/16/2017,Enabled,5.0,3,btautomo6780wpeafreeport,20,NotDupe,Low,Unique
2071,BT Pearson Tires & Service,204 n bluff,Saint George,Utah,756552,Cooper,Western Territory 01,Western,07/08/2015,Enabled,924.0,44,btpearso204nblufsaintgeo,18,NotDupe,High,Unique
4669,BTS,,,,,,,,,,,0,btsnannan,18,NotDupe,No Activity,Unique
5455,BTS Tire and Wheel,1714 University Commercial Park,Charlotte,North Carolina,223766,Cooper,South Atlantic Territory 03,South Atlantic,07/06/2017,Enabled,5.0,3,btstirea1714univcharlott,20,NotDupe,Low,Unique
4345,Buckhannon Discout Tire,,,,,,,,,,,0,buckhannnannan,17,NotDupe,No Activity,Unique
2601,Bucks County Auto Care,232 Dublin Pike,Dublin,Pennsylvania,986683121439,Mastercraft,Eastern Territory 07,Eastern,10/07/2015,Enabled,8.0,3,buckscou232dublidublin,0,Dupe,Low,G
478,Bucks County Auto Care,232 Dublin Pike,Dublin,Pennsylvania,Dont Know,Mastercraft,Eastern Territory 07,Eastern,12/16/2014,Enabled,4.0,2,buckscou232dublidublin,18,NotDupe,Low,G
2966,Buehler Automotive,3 Elora St S,Alma,Ontario,996232,Cooper,,,12/03/2015,Enabled,5.0,3,buehlera3elorastalma,0,Dupe,Low,G
4406,Buehler Automotive & Transmission Inc.,3 Elora St. S PO Box 176,Alma,Ontario,996232,Cooper,,,10/05/2016,Enabled,77.0,18,buehlera3elorastalma,15,NotDupe,High,G
1937,Burlington Tire Service,,,,,,,,,,,0,burlingtnannan,18,NotDupe,No Activity,Unique
510,busch auto service center inc.,137 s northwest hwy,palatine,Illinois,k&m tire,Mastercraft,Mid West Territory 05,Midwest,12/22/2014,Enabled,714.0,44,buschaut137snortpalatine,19,NotDupe,High,Unique
2852,Butler Automotive,970 N Main Street,Moscow,Idaho,2410,Both,Western Territory 05,Western,11/11/2015,Enabled,125.0,6,butlerau970nmainmoscow,15,NotDupe,Medium,Unique
57,Butler Learning Systems,1235 W Dorothy Lane,Dayton,Ohio,,Cooper,Mid West Territory 06,Midwest,06/20/2014,Enabled,65.0,4,butlerle1235wdordayton,16,NotDupe,Low,Unique
3757,Butler Tire,8 Pittsburgh Rd.,Butler,Pennsylvania,565783B01800,Cooper,Mid East 03,Eastern,04/05/2016,Enabled,9.0,4,butlerti8pittsbubutler,0,Dupe,Low,G
3756,Butler Tire,8 Pittsburgh Rd.,Butler,Pennsylvania,565783B01800,Cooper,Eastern Territory 06,Eastern,04/05/2016,Enabled,9.0,4,butlerti8pittsbubutler,19,NotDupe,Low,G
5624,B & Z Performance,1111 Conrad Hilton Blvd,cisco,Texas,1935790,Mastercraft,South Central Territory 04,South Central,08/21/2017,Enabled,4.0,2,bzperfor1111conrcisco,18,NotDupe,Low,Unique
1397,C Adam Toney Tire Pros,111 colt industrial dr,mount hope,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/30/2015,Enabled,25.0,5,cadamton111coltimounthop,0,Dupe,Low,G
1399,C Adam Toney Tire Pros,111 colt industrial dr,mount hope,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/30/2015,Enabled,35.0,6,cadamton111coltimounthop,0,Dupe,Medium,G
1398,C Adam Toney Tire Pros,111 colt industrial dr,mount hope,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/30/2015,Enabled,5.0,3,cadamton111coltimounthop,0,Dupe,Low,G
3847,C.Adam Toney Tire Pros,111 Colt Industrial Dr,MOUNT HOPE,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,04/26/2016,Enabled,45.0,4,cadamton111coltimounthop,15,NotDupe,Low,G
1446,C Adam Toney Tire Pros,1740 harper rd,beckley,West Virginia,,Both,South Atlantic Territory 04,South Atlantic,04/01/2015,Enabled,55.0,7,cadamton1740harpbeckley,0,Dupe,Medium,G
1468,C Adam Toney Tire Pros,1740 harper rd,beckley,West Virginia,,Both,South Atlantic Territory 04,South Atlantic,04/02/2015,Enabled,65.0,8,cadamton1740harpbeckley,0,Dupe,Medium,G
1450,C Adam Toney Tire Pros,1740 harper rd,beckley,West Virginia,,Both,South Atlantic Territory 04,South Atlantic,04/01/2015,Enabled,25.0,4,cadamton1740harpbeckley,14,NotDupe,Low,G
1403,C Adam Toney Tire Pros,2009 East Main St.,Oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/31/2015,Enabled,25.0,4,cadamton2009eastoakhill,0,Dupe,Low,G
1401,C Adam Toney Tire Pros,2009 East Main St.,Oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/31/2015,Enabled,395.0,18,cadamton2009eastoakhill,0,Dupe,High,G
899,C Adam Toney Tire Pros,2009 East Main St.,Oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,02/10/2015,Enabled,1138.0,66,cadamton2009eastoakhill,0,Dupe,High,G
1370,C Adam Toney Tire Pros,2009 East Main St.,Oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/26/2015,Enabled,25.0,4,cadamton2009eastoakhill,0,Dupe,Low,G
1358,C Adam Toney Tire Pros,2009 East Main St.,Oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/26/2015,Enabled,321.0,26,cadamton2009eastoakhill,3,Dupe,High,G
3836,C Adam Toney Tires,2009 Main St E,oak Hill,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,04/26/2016,Enabled,4.0,2,cadamton2009mainoakhill,15,NotDupe,Low,G
1460,C Adam Toney Tire Pros,3558 Teays Valley RD,hurricane,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,04/01/2015,Enabled,25.0,4,cadamton3558teayhurrican,0,Dupe,Low,G
1456,C Adam Toney Tire Pros,3558 Teays Valley RD,Hurricane,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,04/01/2015,Enabled,25.0,4,cadamton3558teayhurrican,1,Dupe,Low,G
1453,C Adam Toney Tire Pros,3858 Teays Valley RD,hurricane,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,04/01/2015,Enabled,5.0,2,cadamton3858teayhurrican,14,NotDupe,Low,G
1406,C Adam Toney Tire Pros,921 Broad Street,Summersville,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/31/2015,Enabled,1295.0,75,cadamton921broadsummersv,0,Dupe,High,G
1420,C Adam Toney Tire Pros,921 Broad Street,Summersville,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/31/2015,Enabled,25.0,5,cadamton921broadsummersv,0,Dupe,Low,G
1405,C Adam Toney Tire Pros,921 Broad Street,Summersville,West Virginia,,Cooper,South Atlantic Territory 04,South Atlantic,03/31/2015,Enabled,1472.0,75,cadamton921broadsummersv,19,NotDupe,High,G
411,Cains Tires,1531 Fourth St,San Rafael,California,251165,Cooper,Western Territory 07,Western,11/12/2014,Enabled,509.0,29,cainstir1531foursanrafae,20,NotDupe,High,Unique
3513,Caledonia Wheel Alignment,223 East Grove St.,Caledonia,Minnesota,622403110600,Cooper,Mid West Territory 05,Midwest,02/19/2016,Enabled,75.0,5,caledoni223eastgcaledoni,19,NotDupe,Low,Unique
2993,CALLAGY TIRE INC.,6625 S BABCOCK ST SE,MALABAR,Florida,221722,Cooper,South Atlantic Territory 06,South Atlantic,12/07/2015,Enabled,355.0,14,callagyt6625sbabmalabar,0,Dupe,High,G
2983,CALLAGY TIRE INC.,6625 S BABCOCK ST SE,MALABAR,Florida,221722,Cooper,South Atlantic Territory 06,South Atlantic,12/04/2015,Enabled,45.0,4,callagyt6625sbabmalabar,16,NotDupe,Low,G
2891,CALL'S SERVICE LLC,222 S 7 HWY,GIRARD,Kansas,1,Cooper,Mid West Territory 07,Midwest,11/18/2015,Enabled,25.0,3,callsser222s7hwygirard,18,NotDupe,Low,Unique
1829,Calvary Tire & Brake,6001 sonoma hwy.,santa rosa,California,8446,Cooper,Western Territory 07,Western,05/06/2015,Enabled,25.0,7,calvaryt6001sonosantaros,19,NotDupe,Medium,Unique
2127,Camden ave tire,3105 Camden Ave,Parkersburg,West Virginia,929765,Both,South Atlantic Territory 04,South Atlantic,07/16/2015,Enabled,464.0,38,camdenav3105camdparkersb,16,NotDupe,High,Unique
2288,cameron tire store,1407 north travis,cameron,Texas,228057202016,Both,South Central Territory 04,South Central,08/19/2015,Enabled,1166.0,85,cameront1407nortcameron,18,NotDupe,High,Unique
5209,Campbell Tire,101 West Burrell Street,Blairsville,Pennsylvania,1806283,Cooper,Eastern Territory 06,Eastern,05/08/2017,Enabled,25.0,4,campbell101westbblairsvi,18,NotDupe,Low,Unique
2227,CAM Tire,560 e columbus ave,corry,Pennsylvania,828007,Mastercraft,Eastern Territory 06,Eastern,08/04/2015,Enabled,39.0,4,camtire560ecolucorry,17,NotDupe,Low,Unique
815,Canada,666 King Street East,Oshawa,Ontario,Frank Howard,Cooper,,,02/05/2015,Enabled,646.0,41,canada666kingsoshawa,17,NotDupe,High,Unique
4499,Canada Supply & Tire,380 Courtney Park East,Mississuaga,Ontario,53324L,Cooper,,,11/07/2016,Enabled,180.0,17,canadasu380courtmississu,8,NotDupe,High,Unique
706,Canada Supply & Tire,380 Courtney Park,,,,,,,,,,0,canadasu380courtnan,0,Dupe,No Activity,G
2138,Canada Supply & Tire,380 Courtney Park,,,,,,,,,,0,canadasu380courtnan,11,NotDupe,No Activity,G
4135,Canadian Tire,2180 Young Street,Toronto,Ontario,,Both,,,07/18/2016,Enabled,5.0,3,canadian2180yountoronto,19,NotDupe,Low,Unique
3193,Cangany's Auto Service,975 N Mitthoeffer Rd,Indianapolis,Indiana,761718,Cooper,Mid West Territory 06,Midwest,01/07/2016,Enabled,1086.0,75,canganys975nmittindianap,0,Dupe,High,G
619,Cangany's Auto Service,975 N Mitthoeffer Rd,Indianapolis,Indiana,761218,Cooper,Mid West Territory 06,Midwest,01/27/2015,Enabled,1350.0,76,canganys975nmittindianap,0,Dupe,High,G
5550,Cangany's Auto Service,975 N Mitthoeffer Road,Indianapolis,Indiana,761718,Cooper,Mid West Territory 06,Midwest,08/07/2017,Enabled,0.0,0,canganys975nmittindianap,19,NotDupe,No Activity,G
1033,Cape & Islands Tire,135 Cranberry Highway,Orleans,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,02/18/2015,Enabled,279.0,27,capeisla135cranborleans,0,Dupe,High,G
1345,Cape & Islands Tire,135 Cranberry Highway,Orleans,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,03/25/2015,Enabled,155.0,10,capeisla135cranborleans,12,NotDupe,Medium,G
3334,Cape & Islands Tire,730 Bearses Way,Hyannis,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,01/26/2016,Enabled,814.0,63,capeisla730bearshyannis,0,Dupe,High,G
1032,Cape & Islands Tire,730 Bearses Way,Hyannis,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,02/18/2015,Enabled,832.0,54,capeisla730bearshyannis,0,Dupe,High,G
1666,Cape & Islands Tire,730 Bearses Way,Hyannis,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,04/23/2015,Enabled,125.0,8,capeisla730bearshyannis,0,Dupe,Medium,G
1031,Cape & Islands Tire,730 Bearses Way,Hyannis,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,02/18/2015,Enabled,758.0,56,capeisla730bearshyannis,0,Dupe,High,G
1739,Cape & Islands Tire,730 Bearses Way,Hyannis,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,04/28/2015,Enabled,73.0,12,capeisla730bearshyannis,12,NotDupe,High,G
1034,Cape & Islands Tire,735 Teaticket Highway,East Falmouth,Massachusetts,9620361,Cooper,Eastern Territory 04,Eastern,02/18/2015,Enabled,75.0,5,capeisla735teatieastfalm,18,NotDupe,Low,Unique
2129,Capital Tire,1001 Cherry St,Toledo,Ohio,,Cooper,Mid West Territory 04,Midwest,07/16/2015,Enabled,25.0,4,capitalt1001chertoledo,13,NotDupe,Low,Unique
1130,Capital Tire,12100 Heath St,Birch Run,Michigan,,Cooper,Mid West Territory 03,Midwest,02/26/2015,Enabled,25.0,4,capitalt12100heabirchrun,12,NotDupe,Low,Unique
1142,Capital Tire,1310 Academy Street,ferndale,Michigan,2102248335,Cooper,Mid West Territory 04,Midwest,02/28/2015,Enabled,5.0,3,capitalt1310acadferndale,0,Dupe,Low,G
2524,Capital Tire,1310 Academy Street,Ferndale,Michigan,229178,Cooper,Mid West Territory 04,Midwest,09/30/2015,Enabled,135.0,6,capitalt1310acadferndale,14,NotDupe,Medium,G
5407,CAPITAL TIRE,345 S POST RD,INDIANAPOLIS,Indiana,,Cooper,Mid West Territory 06,Midwest,06/27/2017,Enabled,0.0,0,capitalt345spostindianap,13,NotDupe,No Activity,Unique
1579,Capital Tire,555 Gaddis Blvd.,Dayton,Ohio,201459,Cooper,Mid West Territory 06,Midwest,04/14/2015,Enabled,5.0,2,capitalt555gaddidayton,18,NotDupe,Low,Unique
2575,CARBONDALE TIRE AND AUTO,215 N TOPEKA AVE,CARBONDALE,Kansas,,Both,Mid West Territory 07,Midwest,10/05/2015,Enabled,25.0,3,carbonda215ntopecarbonda,18,NotDupe,Low,Unique
5562,Car-Doc,4982 East Valley Drive,Walnutport,Pennsylvania,1812596,Cooper,Eastern Territory 07,Eastern,08/08/2017,Enabled,5.0,2,cardoc4982eastwalnutpo,18,NotDupe,Low,Unique
3500,Car House Auto Service,26 Colston Court,Richmond Hill,Ontario,832309,Cooper,,,02/18/2016,Enabled,60.0,2,carhouse26colstorichmond,18,NotDupe,Low,Unique
3641,Carl's Complete Car Care LLC,9 Charles Parkway,New London,Ohio,317820,Mastercraft,Mid West Territory 04,Midwest,03/16/2016,Enabled,5.0,2,carlscom9charlesnewlondo,19,NotDupe,Low,Unique
4631,Carport Automotive,14515 Walter Rd.,Houston,Texas,243413,Cooper,South Central Territory 01,South Central,12/09/2016,Enabled,0.0,0,carporta14515walhouston,19,NotDupe,No Activity,Unique
1567,Car Pros Plaza Meineke,103 Old Trolley Rd,summerville,South Carolina,2164,Cooper,South Atlantic Territory 03,South Atlantic,04/14/2015,Enabled,149.0,21,carprosp103oldtrsummervi,18,NotDupe,High,Unique
1413,Carroll Tire,1000 N Cannon Ave Suite 1300,Lansdale,Pennsylvania,,Cooper,Eastern Territory 07,Eastern,03/31/2015,Enabled,25.0,4,carrollt1000ncanlansdale,0,Dupe,Low,G
1101,Carroll Tire Company,1000 N Cannon Ave Suite 1300,Lansdale,Pennsylvania,,Cooper,Eastern Territory 07,Eastern,02/24/2015,Enabled,45.0,5,carrollt1000ncanlansdale,12,NotDupe,Low,G
1424,Carroll Tire,10721 Plantside Dr.,Louisville,Kentucky,,Cooper,South Central Territory 05,South Central,04/01/2015,Enabled,24.0,4,carrollt10721plalouisvil,0,Dupe,Low,G
1354,Carroll Tire,10721 Plantside Dr.,Louisville,Kentucky,,Cooper,South Central Territory 05,South Central,03/26/2015,Enabled,29.0,6,carrollt10721plalouisvil,0,Dupe,Medium,G
1504,Carroll Tire,10721 Plantside Dr.,Louisville,Kentucky,C39,Cooper,South Central Territory 05,South Central,04/06/2015,Enabled,65.0,10,carrollt10721plalouisvil,13,NotDupe,Medium,G
1782,Carroll Tire,1200 Edwards Circle,Florence,South Carolina,1642,Cooper,South Atlantic Territory 03,South Atlantic,04/30/2015,Enabled,25.0,4,carrollt1200edwaflorence,0,Dupe,Low,G
1683,Carroll Tire,1200 Edwards Circle,Florence,South Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,04/24/2015,Enabled,45.0,5,carrollt1200edwaflorence,13,NotDupe,Low,G
5156,Carroll Tire Company,1234 West Ridge Road,Gainesville,Georgia,,Cooper,South Atlantic Territory 05,South Atlantic,04/25/2017,Enabled,378.0,39,carrollt1234westgainesvi,3,Dupe,High,G
893,Carroll Tire,1234 W Ridge Rd,Gainesville,Georgia,228766,Cooper,South Atlantic Territory 05,South Atlantic,02/10/2015,Enabled,75.0,5,carrollt1234wridgainesvi,0,Dupe,Low,G
